freq[Hz];db:Trc1_S21;ang:Trc1_S21;
5.464232116058029E+009;-6.524695251970749E+001;2.246279848284792E+001;
5.468234117058529E+009;-6.348208790077989E+001;5.854758184028807E+000;
5.472236118059030E+009;-6.522811672734261E+001;-1.333790435601262E+000;
5.476238119059530E+009;-6.317414625754708E+001;-5.485759893097696E+000;
5.480240120060030E+009;-6.424187306439150E+001;-2.982539767949169E+000;
5.484242121060531E+009;-6.467753466733109E+001;-3.015654584788861E+001;
5.488244122061030E+009;-6.398920190202086E+001;-3.357689345168755E+001;
5.492246123061531E+009;-6.413076482472897E+001;-5.115374084880932E+001;
5.496248124062031E+009;-6.349824517101816E+001;-4.761679406678870E+001;
5.500250125062532E+009;-6.281787122641172E+001;-5.401066956911364E+001;
5.504252126063031E+009;-6.286366963138492E+001;-7.138871014298813E+001;
5.508254127063532E+009;-6.534701340932527E+001;-7.700172601562935E+001;
5.512256128064032E+009;-6.526069927152518E+001;-8.142198989632735E+001;
5.516258129064532E+009;-6.400696839211668E+001;-1.037276294326866E+002;
5.520260130065033E+009;-6.310956166529554E+001;-9.917037472707135E+001;
5.524262131065533E+009;-6.466831910405631E+001;-1.122884641643252E+002;
5.528264132066033E+009;-6.372454572397841E+001;-1.223395639235167E+002;
5.532266133066533E+009;-6.379938255721423E+001;-1.273156383239069E+002;
5.536268134067034E+009;-6.340096904052763E+001;-1.384681176402616E+002;
5.540270135067534E+009;-6.314102627757123E+001;-1.441812928845645E+002;
5.544272136068034E+009;-6.511303687547900E+001;-1.462950779487249E+002;
5.548274137068534E+009;-6.320846800784607E+001;-1.612233292999932E+002;
5.552276138069035E+009;-6.402105059411622E+001;-1.612595188637655E+002;
5.556278139069534E+009;-6.289821736344118E+001;-1.727996092966991E+002;
5.560280140070035E+009;-6.268477091748994E+001;-1.799888513200560E+002;
5.564282141070536E+009;-6.326408100391260E+001;1.592515072614152E+002;
5.568284142071035E+009;-6.300812922559570E+001;1.562458450359671E+002;
5.572286143071536E+009;-6.199199252476779E+001;1.493428592092332E+002;
5.576288144072036E+009;-6.212140024270892E+001;1.374775182587571E+002;
5.580290145072537E+009;-6.109642503531799E+001;1.228492917953330E+002;
5.584292146073036E+009;-6.143514483293033E+001;1.188131436023874E+002;
5.588294147073537E+009;-6.134695792315390E+001;1.071401601569821E+002;
5.592296148074038E+009;-6.120768646733345E+001;1.018075246804483E+002;
5.596298149074537E+009;-6.275099202441027E+001;8.443265835461850E+001;
5.600300150075037E+009;-6.192219334308894E+001;7.311202206418780E+001;
5.604302151075538E+009;-6.235767590640359E+001;6.966491219291640E+001;
5.608304152076038E+009;-6.293267824863352E+001;6.007554001666314E+001;
5.612306153076538E+009;-6.386686308296238E+001;4.656774170032255E+001;
5.616308154077039E+009;-6.451951787293284E+001;2.922002606134770E+001;
5.620310155077539E+009;-6.231560114136875E+001;3.199077147696494E+001;
5.624312156078039E+009;-6.401545643846865E+001;1.969422683984881E+001;
5.628314157078539E+009;-6.197072601144462E+001;1.576669265478528E+001;
5.632316158079040E+009;-6.393239011648209E+001;-2.434322100749057E+000;
5.636318159079540E+009;-6.398066548000055E+001;3.476630784995158E+000;
5.640320160080040E+009;-6.544621509707085E+001;-1.382667354142667E+001;
5.644322161080541E+009;-6.506530625323745E+001;-1.516782816943753E+001;
5.648324162081040E+009;-6.417250710936604E+001;-1.267719790340462E+001;
5.652326163081541E+009;-6.354974223875561E+001;-3.356271007216893E+001;
5.656328164082041E+009;-6.559044311420965E+001;-3.136700000522439E+001;
5.660330165082542E+009;-6.378209698186672E+001;-4.900609025712501E+001;
5.664332166083041E+009;-6.359903941050513E+001;-5.077238792593607E+001;
5.668334167083542E+009;-6.435253894102895E+001;-4.698402176242912E+001;
5.672336168084042E+009;-6.448318046567762E+001;-6.562605498740240E+001;
5.676338169084542E+009;-6.349824636773683E+001;-6.640903235812678E+001;
5.680340170085043E+009;-6.306917679730991E+001;-8.111172073199140E+001;
5.684342171085543E+009;-6.321489701735406E+001;-8.224204068633999E+001;
5.688344172086043E+009;-6.280870390533484E+001;-9.072258686415540E+001;
5.692346173086543E+009;-6.169968820830329E+001;-1.043624638240506E+002;
5.696348174087044E+009;-6.199700250356132E+001;-1.177133673569701E+002;
5.700350175087544E+009;-6.150756000888653E+001;-1.188092295362975E+002;
5.704352176088044E+009;-6.146639835935132E+001;-1.356424066549685E+002;
5.708354177088544E+009;-6.165726794741827E+001;-1.437979391560102E+002;
5.712356178089045E+009;-6.076180683893161E+001;-1.498893671399318E+002;
5.716358179089544E+009;-6.068520997882614E+001;-1.634483509077548E+002;
5.720360180090045E+009;-6.020771249830880E+001;-1.729799998183343E+002;
5.724362181090546E+009;-6.014426650272831E+001;1.794730801602687E+002;
5.728364182091045E+009;-5.983796317996493E+001;1.707308339545927E+002;
5.732366183091546E+009;-6.065674675144403E+001;1.559443623690475E+002;
5.736368184092046E+009;-6.059737062604356E+001;1.428561386448653E+002;
5.740370185092547E+009;-6.145977387749304E+001;1.392435276249485E+002;
5.744372186093046E+009;-6.071476041953741E+001;1.357694675431088E+002;
5.748374187093547E+009;-6.056599451886496E+001;1.168441529935863E+002;
5.752376188094048E+009;-6.085169611453068E+001;1.186830005661584E+002;
5.756378189094547E+009;-6.044282031773224E+001;1.023729314785652E+002;
5.760380190095047E+009;-6.110132959287754E+001;9.629491756643327E+001;
5.764382191095548E+009;-6.071764164979421E+001;8.360535051387974E+001;
5.768384192096048E+009;-6.161583405020577E+001;7.099080196815264E+001;
5.772386193096548E+009;-6.112860724456044E+001;6.808875497616570E+001;
5.776388194097049E+009;-6.100361797348527E+001;5.875138192077385E+001;
5.780390195097549E+009;-6.174695640547510E+001;4.867902255951144E+001;
5.784392196098049E+009;-6.180748646410078E+001;4.746582561207866E+001;
5.788394197098549E+009;-6.019943394960215E+001;3.494718903895661E+001;
5.792396198099050E+009;-6.122341463142078E+001;2.185609628658328E+001;
5.796398199099550E+009;-6.129749214555392E+001;9.660954922643743E+000;
5.800400200100050E+009;-6.239634206778448E+001;6.858943091592169E+000;
5.804402201100551E+009;-6.186905527074289E+001;1.227891107986794E+000;
5.808404202101050E+009;-6.203417873878986E+001;-1.032280065898390E+001;
5.812406203101551E+009;-6.289814682619562E+001;-1.779392388932028E+001;
5.816408204102051E+009;-6.453147626821480E+001;-3.023293099959101E+001;
5.820410205102552E+009;-6.188865602389407E+001;-3.059791574939028E+001;
5.824412206103051E+009;-6.299143613849765E+001;-3.035520614957859E+001;
5.828414207103552E+009;-6.370082081384575E+001;-5.109169169849178E+001;
5.832416208104052E+009;-6.141962082161614E+001;-5.243474349377559E+001;
5.836418209104552E+009;-6.219276006936448E+001;-7.034834750422827E+001;
5.840420210105053E+009;-6.130751929976076E+001;-6.576417018220658E+001;
5.844422211105553E+009;-6.295914849158686E+001;-7.101360776961764E+001;
5.848424212106053E+009;-6.230739940491978E+001;-8.489538592934342E+001;
5.852426213106553E+009;-6.183266056852234E+001;-9.210771240690026E+001;
5.856428214107054E+009;-6.243571326929585E+001;-9.371718262940995E+001;
5.860430215107554E+009;-6.094385536307745E+001;-1.014594010716601E+002;
5.864432216108054E+009;-6.019838355507510E+001;-1.122555997497872E+002;
5.868434217108554E+009;-6.123631887404007E+001;-1.240378535007575E+002;
5.872436218109055E+009;-6.040503759693456E+001;-1.358832207724625E+002;
5.876438219109554E+009;-6.066330422363850E+001;-1.399051603993043E+002;
5.880440220110055E+009;-5.964324917704351E+001;-1.530151879192856E+002;
5.884442221110556E+009;-5.832959666888599E+001;-1.574296539885505E+002;
5.888444222111055E+009;-5.871301935030876E+001;-1.759061655698374E+002;
5.892446223111556E+009;-5.881999844770321E+001;-1.791339047546228E+002;
5.896448224112056E+009;-5.877035611950864E+001;1.624938188986495E+002;
5.900450225112557E+009;-5.891285354995978E+001;1.581432878938717E+002;
5.904452226113056E+009;-5.827073348427577E+001;1.418045246721512E+002;
5.908454227113557E+009;-5.951716352552050E+001;1.310314499539510E+002;
5.912456228114058E+009;-5.844160375577688E+001;1.205132330601602E+002;
5.916458229114557E+009;-5.934421329479748E+001;1.112096920837571E+002;
5.920460230115058E+009;-5.936441737388146E+001;1.026307274146030E+002;
5.924462231115558E+009;-5.950902411145685E+001;8.769398005101824E+001;
5.928464232116058E+009;-5.992291989765691E+001;8.362918344482296E+001;
5.932466233116558E+009;-5.943178089058394E+001;7.436614171209995E+001;
5.936468234117059E+009;-6.120010937636916E+001;6.959300561202203E+001;
5.940470235117559E+009;-6.148784970916110E+001;6.047204870052177E+001;
5.944472236118059E+009;-6.155941538219302E+001;5.864031965813838E+001;
5.948474237118559E+009;-6.046571474861864E+001;4.899789548926820E+001;
5.952476238119060E+009;-6.125550159673302E+001;4.000952878826546E+001;
5.956478239119560E+009;-6.154842818561737E+001;3.515919756002470E+001;
5.960480240120060E+009;-6.114207718426568E+001;2.731661120019382E+001;
5.964482241120561E+009;-6.189188334207299E+001;1.848174599322450E+001;
5.968484242121060E+009;-6.123870655405070E+001;7.988660839382708E+000;
5.972486243121561E+009;-6.096150117248126E+001;4.971356784527448E+000;
5.976488244122061E+009;-6.140281544701097E+001;-3.621221072423343E+000;
5.980490245122562E+009;-6.145261993211133E+001;-1.162501184629629E+001;
5.984492246123061E+009;-6.064091819210394E+001;-2.339937165743710E+001;
5.988494247123562E+009;-6.129299222652271E+001;-2.689114604426421E+001;
5.992496248124062E+009;-6.110234863952756E+001;-3.605449088619598E+001;
5.996498249124562E+009;-6.110869376829137E+001;-4.526875954373384E+001;
6.000500250125063E+009;-6.117987258908782E+001;-5.221202257164634E+001;
6.004502251125563E+009;-5.985299187691030E+001;-6.434144022860816E+001;
6.008504252126063E+009;-6.060265654657878E+001;-7.008144062590608E+001;
6.012506253126563E+009;-5.997188199175390E+001;-7.864569451947257E+001;
6.016508254127064E+009;-5.910010254611798E+001;-9.013546574228332E+001;
6.020510255127564E+009;-5.917731756627313E+001;-9.576791945453839E+001;
6.024512256128064E+009;-5.924825938769718E+001;-1.073344583361872E+002;
6.028514257128564E+009;-5.888621479285898E+001;-1.168270469189298E+002;
6.032516258129065E+009;-5.912092156117271E+001;-1.254826176433372E+002;
6.036518259129564E+009;-5.880479800222364E+001;-1.330744365826828E+002;
6.040520260130065E+009;-5.822401902238548E+001;-1.402907907355841E+002;
6.044522261130566E+009;-5.860842439655382E+001;-1.477489443354679E+002;
6.048524262131065E+009;-5.870345151745030E+001;-1.575332938558089E+002;
6.052526263131566E+009;-5.775596694498405E+001;-1.689092658294536E+002;
6.056528264132066E+009;-5.806238148646938E+001;-1.730153717314262E+002;
6.060530265132567E+009;-5.809057220366876E+001;1.733081698846810E+002;
6.064532266133066E+009;-5.762837734445142E+001;1.673663812399215E+002;
6.068534267133567E+009;-5.747165554038664E+001;1.516985136101305E+002;
6.072536268134068E+009;-5.698094354880309E+001;1.455889255839224E+002;
6.076538269134567E+009;-5.754858255767643E+001;1.347973827525218E+002;
6.080540270135067E+009;-5.655083011182035E+001;1.203050938680410E+002;
6.084542271135568E+009;-5.738688795690874E+001;1.107321967572321E+002;
6.088544272136068E+009;-5.755795862362757E+001;1.014503840483169E+002;
6.092546273136568E+009;-5.735616919271996E+001;9.386683843026107E+001;
6.096548274137069E+009;-5.763600319328926E+001;8.018152463114733E+001;
6.100550275137569E+009;-5.804573662173166E+001;6.696527750220361E+001;
6.104552276138069E+009;-5.859182217293169E+001;5.736729260154748E+001;
6.108554277138569E+009;-5.822094997773522E+001;4.761989146867330E+001;
6.112556278139070E+009;-5.915125990269892E+001;4.677141098894895E+001;
6.116558279139570E+009;-5.876707772034320E+001;3.360546763169316E+001;
6.120560280140070E+009;-5.943605230071849E+001;2.237498173394148E+001;
6.124562281140571E+009;-5.969423821980109E+001;2.450841143337519E+001;
6.128564282141070E+009;-5.904177013940816E+001;9.232286410330113E+000;
6.132566283141571E+009;-5.989547299461854E+001;9.539651821416184E+000;
6.136568284142071E+009;-6.018783538739649E+001;-3.925653654838755E+000;
6.140570285142571E+009;-6.062249359233648E+001;-1.418601015176423E+001;
6.144572286143072E+009;-6.114591648619295E+001;-1.399224943641148E+001;
6.148574287143572E+009;-6.024201318283984E+001;-2.605990533165588E+001;
6.152576288144072E+009;-6.081549877979061E+001;-3.094349841800380E+001;
6.156578289144572E+009;-5.992617154160796E+001;-3.682254056760733E+001;
6.160580290145073E+009;-6.014832909741431E+001;-4.366493135637914E+001;
6.164582291145573E+009;-5.966235142190345E+001;-5.211209295870271E+001;
6.168584292146073E+009;-5.924660177580098E+001;-5.665671733127476E+001;
6.172586293146573E+009;-5.921185479457639E+001;-6.271436105786192E+001;
6.176588294147074E+009;-5.903630826772589E+001;-6.802767302740840E+001;
6.180590295147574E+009;-5.804280213509307E+001;-8.025366691594650E+001;
6.184592296148074E+009;-5.736003057224252E+001;-9.105929008186658E+001;
6.188594297148575E+009;-5.780166158220692E+001;-9.359865527326470E+001;
6.192596298149075E+009;-5.717003241175954E+001;-1.018197150340469E+002;
6.196598299149574E+009;-5.717453497284631E+001;-1.121121076525292E+002;
6.200600300150075E+009;-5.666482827070799E+001;-1.204978449265803E+002;
6.204602301150576E+009;-5.609266809650827E+001;-1.313131796824687E+002;
6.208604302151075E+009;-5.544085369198729E+001;-1.430031519595333E+002;
6.212606303151576E+009;-5.541075445098485E+001;-1.539540305031044E+002;
6.216608304152076E+009;-5.558153263494552E+001;-1.654028430152835E+002;
6.220610305152576E+009;-5.529297789213489E+001;-1.737499014685223E+002;
6.224612306153076E+009;-5.539905577964917E+001;1.730633298160284E+002;
6.228614307153577E+009;-5.577616482554971E+001;1.634392158614398E+002;
6.232616308154078E+009;-5.560720203946703E+001;1.535979713160919E+002;
6.236618309154577E+009;-5.585160368162043E+001;1.405881018741690E+002;
6.240620310155077E+009;-5.631722658353949E+001;1.311755939004411E+002;
6.244622311155578E+009;-5.637322562560813E+001;1.253215757228144E+002;
6.248624312156078E+009;-5.624683278065511E+001;1.157715665378953E+002;
6.252626313156578E+009;-5.684082585920838E+001;1.086429355984121E+002;
6.256628314157079E+009;-5.683399636697047E+001;9.906735718424089E+001;
6.260630315157579E+009;-5.701139011027184E+001;9.351015953093256E+001;
6.264632316158079E+009;-5.712984855290808E+001;8.493641147809005E+001;
6.268634317158579E+009;-5.716925733291583E+001;7.413012937573717E+001;
6.272636318159080E+009;-5.699537379387439E+001;6.942029579015551E+001;
6.276638319159580E+009;-5.680493986262447E+001;5.938321189077298E+001;
6.280640320160080E+009;-5.737987836509321E+001;5.215576464561357E+001;
6.284642321160581E+009;-5.683308768673921E+001;4.497195216350064E+001;
6.288644322161080E+009;-5.739852598805044E+001;3.380538085034014E+001;
6.292646323161581E+009;-5.786397954818138E+001;2.333215324564402E+001;
6.296648324162081E+009;-5.697969606030566E+001;1.673326137443565E+001;
6.300650325162581E+009;-5.787775465743025E+001;1.240628100733410E+001;
6.304652326163082E+009;-5.635684221191241E+001;-1.171536862348702E+000;
6.308654327163582E+009;-5.654624255869805E+001;-5.846204857738796E+000;
6.312656328164082E+009;-5.751311245336130E+001;-1.343572955870728E+001;
6.316658329164582E+009;-5.658533939959468E+001;-2.819360021911358E+001;
6.320660330165083E+009;-5.642545590101398E+001;-2.785450736954801E+001;
6.324662331165583E+009;-5.653644898639531E+001;-3.600583289778975E+001;
6.328664332166083E+009;-5.621828125109551E+001;-4.949184473319530E+001;
6.332666333166583E+009;-5.680013488789314E+001;-5.375827567203164E+001;
6.336668334167084E+009;-5.666020081300162E+001;-6.580128622752218E+001;
6.340670335167584E+009;-5.655799055476737E+001;-7.483510620823191E+001;
6.344672336168084E+009;-5.606110322674435E+001;-7.770026138825132E+001;
6.348674337168585E+009;-5.630300431121063E+001;-8.662580066001381E+001;
6.352676338169085E+009;-5.583000979791756E+001;-9.290715132445070E+001;
6.356678339169584E+009;-5.567071417584944E+001;-1.004733980505028E+002;
6.360680340170085E+009;-5.530000786063711E+001;-1.070712800812692E+002;
6.364682341170586E+009;-5.467374954145486E+001;-1.171283923238949E+002;
6.368684342171085E+009;-5.438181743580746E+001;-1.287811387272367E+002;
6.372686343171586E+009;-5.438144240150876E+001;-1.355362331460549E+002;
6.376688344172086E+009;-5.425503630370303E+001;-1.423987628319831E+002;
6.380690345172586E+009;-5.356728736715539E+001;-1.525623624418690E+002;
6.384692346173086E+009;-5.329767457655575E+001;-1.615539284999787E+002;
6.388694347173587E+009;-5.314789178639180E+001;-1.746531136014840E+002;
6.392696348174088E+009;-5.346585560161734E+001;1.735024746759941E+002;
6.396698349174587E+009;-5.328078758025463E+001;1.655112144507905E+002;
6.400700350175087E+009;-5.335032149731374E+001;1.522852830040913E+002;
6.404702351175588E+009;-5.284988123439170E+001;1.458713168423175E+002;
6.408704352176088E+009;-5.296315746491467E+001;1.329921932162461E+002;
6.412706353176588E+009;-5.331223303853104E+001;1.199144975944657E+002;
6.416708354177089E+009;-5.344035540812460E+001;1.095677897715801E+002;
6.420710355177589E+009;-5.384778284563632E+001;1.031833104025986E+002;
6.424712356178089E+009;-5.384017793204895E+001;9.196274711304012E+001;
6.428714357178589E+009;-5.453669971582124E+001;8.120641036558625E+001;
6.432716358179090E+009;-5.471440075910635E+001;7.451238466556107E+001;
6.436718359179590E+009;-5.470932985601919E+001;6.413850752147870E+001;
6.440720360180090E+009;-5.490692102676963E+001;5.652778043031962E+001;
6.444722361180591E+009;-5.531138011533667E+001;5.239988626138709E+001;
6.448724362181090E+009;-5.568237551363711E+001;4.534828186001468E+001;
6.452726363181591E+009;-5.571919991925106E+001;4.066988264125555E+001;
6.456728364182091E+009;-5.585364745144445E+001;3.145574682834233E+001;
6.460730365182591E+009;-5.542136802275895E+001;2.504297962367278E+001;
6.464732366183092E+009;-5.509428285121595E+001;1.684030773243779E+001;
6.468734367183592E+009;-5.548160663020161E+001;1.042412316013053E+001;
6.472736368184092E+009;-5.560442458327504E+001;6.531122160498046E+000;
6.476738369184592E+009;-5.497029264586367E+001;-1.540484124833683E+000;
6.480740370185093E+009;-5.501794953199676E+001;-1.124810131057696E+001;
6.484742371185593E+009;-5.473502407150860E+001;-1.664337635011852E+001;
6.488744372186093E+009;-5.504077837428181E+001;-2.321285510170318E+001;
6.492746373186593E+009;-5.381507265062619E+001;-3.237461722147931E+001;
6.496748374187094E+009;-5.416880288511613E+001;-4.030524912597914E+001;
6.500750375187594E+009;-5.367159310576621E+001;-4.774342083334786E+001;
6.504752376188094E+009;-5.352461733172134E+001;-5.436825498176421E+001;
6.508754377188595E+009;-5.290026384659657E+001;-6.450485528635602E+001;
6.512756378189095E+009;-5.248986810463474E+001;-7.647042764965774E+001;
6.516758379189594E+009;-5.223968071616977E+001;-8.216659618603472E+001;
6.520760380190095E+009;-5.219347277947350E+001;-9.383514470931141E+001;
6.524762381190596E+009;-5.239631652740160E+001;-1.041820592378381E+002;
6.528764382191095E+009;-5.235120236032457E+001;-1.152283041636589E+002;
6.532766383191596E+009;-5.216886112377622E+001;-1.260165841786457E+002;
6.536768384192096E+009;-5.155545387004530E+001;-1.352058876732426E+002;
6.540770385192596E+009;-5.200637904259551E+001;-1.430671623271987E+002;
6.544772386193096E+009;-5.250810778659962E+001;-1.541006630603284E+002;
6.548774387193597E+009;-5.252882372417329E+001;-1.626256120880534E+002;
6.552776388194098E+009;-5.223236180109683E+001;-1.704265600270228E+002;
6.556778389194597E+009;-5.250652984029800E+001;1.794455957596964E+002;
6.560780390195097E+009;-5.243979502598832E+001;1.709263965407653E+002;
6.564782391195598E+009;-5.249156468850013E+001;1.621712854085645E+002;
